"Round","Population","Family","Replicate","daytemp","nighttemp","StemIN","StemOUT","secondarytotIN","secondarytotOUT","AvgsecondaryIN","AvgsecondaryOUT","TotIN_Sub","TotOUT_Sub","RGRTOT1","RGRTOT1x"
3,"N30",247,0.04,30,20,1.8,3.1,6,8,0.7,3.7,6,32.7,0.635714285714286,0.635714285714286
4,"N30",249,0.02,45,35,0.5,0.8,6,7,0.7,2.3,4.7,16.9,0.370820668693009,0.370820668693009
4,"N31",251,0.05,20,10,1.2,12.4,4,6,0.7,5.6,4,46,1.5,1.5
3,"N31",252,0.03,30,20,2.2,3,8,10,0.7,6.6,7.8,69,1.12087912087912,1.12087912087912
3,"N32",256,0.01,40,30,1.9,4.6,6,11,0.7,1.8,6.1,24.4,0.428571428571429,0.428571428571429
3,"N32",256,0.05,45,35,4.4,3.2,10,8,0.7,2.2,11.4,20.8,0.117794486215539,0.117794486215539
4,"N32",256,0.01,45,35,3.1,3.1,4,7,0.7,1.1,5.9,10.8,0.11864406779661,0.11864406779661
3,"N32",258,0.04,30,20,1.6,1.9,4,5,0.7,2.1,4.4,12.4,0.25974025974026,0.25974025974026
4,"N32",258,0.02,45,35,2.2,3.3,6,9,0.7,1.2,6.4,14.1,0.171875,0.171875
3,"N32",259,0.02,40,30,4.3,6.7,8,10,0.7,1.8,9.9,24.7,0.213564213564214,0.213564213564214
4,"N8",35,0.05,20,10,3.6,5.7,8,12,0.7,3.1,9.2,42.9,0.523291925465839,0.523291925465839
3,"N8",35,0.02,40,30,4.2,4.1,11,15,0.7,3.9,11.9,62.6,0.608643457382953,0.608643457382953
4,"N8",35,0.01,45,35,7.7,0,4,1,0.7,0.6,10.5,0.6,-0.13469387755102,0
3,"N8",36,0.03,30,20,6.1,14.2,10,12,0.7,4.4,13.1,67,0.587786259541985,0.587786259541985
3,"N9",50,0.05,45,35,0.9,1.8,4,5,0.7,2.4,3.7,13.8,0.38996138996139,0.38996138996139
4,"N9",50,0.01,45,35,5.2,5.4,8,7,0.7,1.2,10.8,13.8,0.0396825396825397,0.0396825396825397
3,"N9",52,0.02,40,30,4.2,10.2,8,11,0.7,3.5,9.8,48.7,0.567055393586006,0.567055393586006
5,"I1",264,0.02,10,0,1.2,1.6,6,7,0.7,1.1,5.4,9.3,0.103174603174603,0.103174603174603
5,"I10",306,0.02,10,0,6.6,7.2,2,2,0.7,1.7,8,10.6,0.0464285714285714,0.0464285714285714
5,"I11",310,0.01,10,0,1.6,2.2,6,6,0.7,1.2,5.8,9.4,0.0886699507389163,0.0886699507389163
5,"I2",265,0.01,10,0,2.7,3.1,4,4,0.7,0.8,5.5,6.3,0.0207792207792208,0.0207792207792208
5,"I3",271,0.01,10,0,2.5,2.8,6,8,0.7,0.7,6.7,8.4,0.0362473347547974,0.0362473347547974
5,"I3",273,0.01,10,0,3.6,3.9,6,6,0.7,0.7,7.8,8.1,0.00549450549450551,0.00549450549450551
5,"I4",277,0.01,10,0,1.4,1.5,6,7,0.7,0.8,5.6,7.1,0.038265306122449,0.038265306122449
5,"I5",283,0.01,10,0,1.1,1.3,2,2,0.7,1.3,2.5,3.9,0.08,0.08
5,"I6",285,0.02,10,0,2.2,2.7,4,6,0.7,1.3,5,10.5,0.157142857142857,0.157142857142857
5,"I9",298,0.01,10,0,4.7,6.1,2,6,0.7,0.7,6.1,10.3,0.0983606557377049,0.0983606557377049
5,"N16",140,0.02,10,0,3.2,3.7,8,10,0.7,1.3,8.8,16.7,0.128246753246753,0.128246753246753
5,"N20",156,0.02,10,0,1.3,1.8,6,6,0.7,1.3,5.5,9.6,0.106493506493507,0.106493506493507
5,"N22",170,0.02,10,0,3.7,NA,4,4,0.7,0.7,6.5,NA,NA,NA
5,"N23",183,0.01,10,0,1.5,2.1,6,12,0.7,0.7,5.7,10.5,0.120300751879699,0.120300751879699
5,"N26",206,0.02,10,0,4.6,5.8,6,6,0.7,1.5,8.8,14.8,0.0974025974025974,0.0974025974025974
5,"N27",216,0.01,10,0,4.1,4.8,8,10,0.7,0.7,9.7,11.8,0.0309278350515464,0.0309278350515464
4,"I1",260,0.01,45,35,6.2,7.3,4,6,0.8,0.7,9.4,11.5,0.0319148936170213,0.0319148936170213
3,"I10",302,0.01,40,30,5.8,10,8,12,0.8,1.2,12.2,24.4,0.142857142857143,0.142857142857143
3,"I11",308,0.02,40,30,6.4,10.2,8,14,0.8,1.5,12.8,31.2,0.205357142857143,0.205357142857143
4,"I11",309,0.03,25,15,7,11.2,6,12.1,0.8,5.8,11.8,81.38,0.842372881355932,0.842372881355932
3,"I11",310,0.03,30,20,3.6,15.7,6,7,0.8,3.4,8.4,39.5,0.52891156462585,0.52891156462585
3,"I11",310,0.06,45,35,2.9,0,6,0,0.8,1.9,7.7,0,-0.142857142857143,0
4,"I11",311,0.05,20,10,2.5,9.1,6,8,0.8,2.7,7.3,30.7,0.457925636007828,0.457925636007828
3,"I12",312,0.04,30,20,4.7,12.5,7,15,0.8,4.3,10.3,77,0.925104022191401,0.925104022191401
3,"I12",312,0.01,40,30,4.5,7.5,8,12,0.8,3.2,10.9,45.9,0.458715596330275,0.458715596330275
3,"I12",312,0.05,45,35,4.3,0,8,0,0.8,0,10.7,0,-0.142857142857143,0
3,"I12",314,0.01,40,30,4.8,10.1,7,14,0.8,3.1,10.4,53.5,0.592032967032967,0.592032967032967
4,"I16",326,0.05,20,10,5.2,9.7,6,10,0.8,5,10,59.7,0.71,0.71
3,"I16",326,0.06,45,35,4.6,7.6,8,8,0.8,0.8,11,14,0.038961038961039,0.038961038961039
3,"I2",265,0.05,45,35,8.4,0,6,0,0.8,0,13.2,0,-0.142857142857143,0
4,"I3",270,0.05,20,10,2.1,2.7,8,11,0.8,3.8,8.5,44.5,0.605042016806723,0.605042016806723
3,"I3",270,0.04,30,20,1.7,6,5,12,0.8,4.6,5.7,61.2,1.39097744360902,1.39097744360902
4,"I4",274,0.03,25,15,2.3,4.1,5,10,0.8,2.6,6.3,30.1,0.53968253968254,0.53968253968254
3,"I4",275,0.01,40,30,2.5,4.6,7,8,0.8,4.2,8.1,38.2,0.530864197530864,0.530864197530864
4,"I4",277,0.05,20,10,2.3,4.2,5,10,0.8,2.1,6.3,25.2,0.428571428571429,0.428571428571429
3,"I4",277,0.04,30,20,3.2,8.6,7,14,0.8,4.2,8.8,67.4,0.951298701298701,0.951298701298701
3,"I4",277,0.06,45,35,3.6,2.6,7,5,0.8,1.7,9.2,11.1,0.0295031055900621,0.0295031055900621
3,"I6",284,0.05,45,35,5.6,0,7,0,0.8,0,11.2,0,-0.142857142857143,0
4,"I6",286,0.03,25,15,3.5,4.4,6,13,0.8,6.5,8.3,88.9,1.38726333907057,1.38726333907057
4,"I6",286,0.01,45,35,4.9,6.8,6,8,0.8,1.3,9.7,17.2,0.110456553755523,0.110456553755523
4,"I6",288,0.04,25,15,0.6,1.6,2,11,0.8,2.6,2.2,30.2,1.81818181818182,1.81818181818182
3,"I7",289,0.02,40,30,4.2,10,7,12,0.8,2.4,9.8,38.8,0.422740524781341,0.422740524781341
4,"I7",292,0.05,20,10,7.3,14.9,8,8,0.8,4.6,13.7,51.7,0.396246089676747,0.396246089676747
4,"I9",298,0.05,20,10,2,6.2,5,8,0.8,1.5,6,18.2,0.29047619047619,0.29047619047619
3,"I9",298,0.02,40,30,1.2,7.5,2,7,0.8,1.8,2.8,20.1,0.88265306122449,0.88265306122449
3,"I9",300,0.05,45,35,0.8,1.3,4,5,0.8,1.5,4,8.8,0.171428571428571,0.171428571428571
3,"N10",65,0.04,30,20,5.6,16.6,8,12,0.8,8.7,12,121,1.29761904761905,1.29761904761905
4,"N10",66,0.05,20,10,3.7,8.1,6,14,0.8,1.6,8.5,30.5,0.369747899159664,0.369747899159664
4,"N10",67,0.06,20,10,1.8,3.3,7,14,0.8,2.7,7.4,41.1,0.650579150579151,0.650579150579151
3,"N12",81,0.06,45,35,2.9,0,7,3,0.8,1.3,8.5,3.9,-0.0773109243697479,0
4,"N12",82,0.05,20,10,3.6,8.5,5,10,0.8,2.1,7.6,29.5,0.411654135338346,0.411654135338346
3,"N12",82,0.04,30,20,2.3,2.7,4,6,0.8,4.3,5.5,28.5,0.597402597402597,0.597402597402597
3,"N16",137,0.01,40,30,4.2,2.5,6,5,0.8,2.2,9,13.5,0.0714285714285714,0.0714285714285714
3,"N16",140,0.06,45,35,2.5,2.6,2,2,0.8,0.8,4.1,4.2,0.00348432055749131,0.00348432055749131
4,"N18",147,0.01,45,35,1.2,0,1,2,0.8,0.7,2,1.4,-0.0428571428571429,0
3,"N19",154,0.05,45,35,7.3,0,7,0,0.8,0,12.9,0,-0.142857142857143,0
3,"N20",156,0.03,30,20,2.2,5.2,5,10,0.8,3.2,6.2,37.2,0.714285714285714,0.714285714285714
3,"N20",156,0.06,45,35,1.5,2.3,8,10,0.8,1.6,7.9,18.3,0.188065099457505,0.188065099457505
3,"N20",158,0.04,30,20,4.7,13.5,9,15,0.8,4.5,11.9,81,0.82953181272509,0.82953181272509
3,"N21",161,0.04,30,20,10.2,18.4,6,13,0.8,2.7,15,53.5,0.366666666666667,0.366666666666667
4,"N22",168,0.06,20,10,3.8,6,8,10,0.8,3.1,10.2,37,0.375350140056022,0.375350140056022
3,"N22",168,0.04,30,20,4.3,12.1,10,17,0.8,3.7,12.3,75,0.728222996515679,0.728222996515679
4,"N22",169,0.05,20,10,4.2,7.8,6,12,0.8,2.7,9,40.2,0.495238095238095,0.495238095238095
3,"N22",169,0.03,30,20,2.6,7.8,8,10,0.8,4.5,9,52.8,0.695238095238095,0.695238095238095
3,"N22",169,0.04,30,20,2.9,6.2,7,12,0.8,2.2,8.5,32.6,0.405042016806723,0.405042016806723
3,"N22",169,0.06,45,35,5.3,0,8,0,0.8,0,11.7,0,-0.142857142857143,0
4,"N22",170,0.04,25,15,4.7,7.7,7,11,0.8,3.7,10.3,48.4,0.528432732316228,0.528432732316228
4,"N23",184,0.05,20,10,2.9,8.6,6,9,0.8,1.8,7.7,24.8,0.317254174397031,0.317254174397031
4,"N24",191,0.05,20,10,3.2,9.3,8,10,0.8,2,9.6,29.3,0.293154761904762,0.293154761904762
3,"N24",193,0.06,45,35,2.2,0,4,0,0.8,0,5.4,0,-0.142857142857143,0
4,"N26",205,0.04,25,15,3.2,8.2,4,9,0.8,2.3,6.4,28.9,0.502232142857143,0.502232142857143
3,"N26",205,0.05,45,35,6,0,7,0,0.8,0,11.6,0,-0.142857142857143,0
3,"N26",206,0.05,45,35,5.7,0,8,0,0.8,0,12.1,0,-0.142857142857143,0
3,"N26",206,0.06,45,35,4.6,5.6,8,8,0.8,1.5,11,17.6,0.0857142857142857,0.0857142857142857
4,"N27",212,0.03,25,15,4.7,11.7,7,11,0.8,2.9,10.3,43.6,0.461858529819695,0.461858529819695
4,"N27",216,0.05,20,10,3.1,7.5,8,12,0.8,2.9,9.5,42.3,0.493233082706767,0.493233082706767
3,"N27",216,0.01,40,30,2.6,5.2,7,13,0.8,1.1,8.2,19.5,0.196864111498258,0.196864111498258
4,"N27",221,0.04,25,15,2.2,6.1,4,10,0.8,1.7,5.4,23.1,0.468253968253968,0.468253968253968
3,"N29",237,0.06,45,35,2,0,5,0,0.8,0,6,0,-0.142857142857143,0
4,"N30",249,0.03,25,15,0.6,1.8,6,8,0.8,5.2,5.4,43.4,1.00529100529101,1.00529100529101
3,"N31",252,0.06,45,35,2.7,3.2,6,6,0.8,1,7.5,9.2,0.0323809523809523,0.0323809523809523
4,"N31",253,0.06,20,10,2.9,4.5,3,4,0.8,5.3,5.3,25.7,0.549865229110512,0.549865229110512
4,"N31",253,0.05,20,10,2.2,4.2,6,6,0.8,2.3,7,18,0.224489795918367,0.224489795918367
4,"N32",256,0.05,20,10,2.7,3,8,9,0.8,3.5,9.1,34.5,0.398744113029827,0.398744113029827
4,"N32",258,0.06,20,10,0.1,2.2,4,8,0.8,2,3.3,18.2,0.645021645021645,0.645021645021645
4,"N32",259,0.05,20,10,4.2,7.3,9,12,0.8,1.6,11.4,26.5,0.18922305764411,0.18922305764411
3,"N8",35,0.06,45,35,1.1,3.2,3,2,0.8,2.1,3.5,7.4,0.159183673469388,0.159183673469388
4,"N8",36,0.03,25,15,2.7,10,6,8,0.8,4,7.5,42,0.657142857142857,0.657142857142857
3,"N8",36,0.01,40,30,4.1,9,4,13,0.8,5,7.3,74,1.30528375733855,1.30528375733855
5,"I10",305,0.02,10,0,4.6,6.3,8,8,0.8,0.9,11,13.5,0.0324675324675325,0.0324675324675325
5,"I10",306,0.01,10,0,2.5,3.1,6,6,0.8,1.7,7.3,13.3,0.117416829745597,0.117416829745597
5,"I2",265,0.02,10,0,4.5,5.3,4,8,0.8,1.2,7.7,14.9,0.133580705009276,0.133580705009276
5,"I3",269,0.01,10,0,6.2,6.8,6,8,0.8,1.1,11,15.6,0.0597402597402598,0.0597402597402598
5,"I3",270,0.02,10,0,3.6,3.7,4,8,0.8,1.5,6.8,15.7,0.186974789915966,0.186974789915966
5,"I7",291,0.01,10,0,4.5,4.5,7,7,0.8,1.2,10.1,12.9,0.0396039603960396,0.0396039603960396
5,"I9",300,0.02,10,0,0.7,1.7,6,6,0.8,1.4,5.5,10.1,0.119480519480519,0.119480519480519
5,"N16",137,0.01,10,0,1.3,1.3,3,7,0.8,1.1,3.7,9,0.204633204633205,0.204633204633205
5,"N16",139,0.01,10,0,0.9,1.2,5,6,0.8,1.6,4.9,10.8,0.17201166180758,0.17201166180758
5,"N19",153,0.02,10,0,4.7,5.3,3,7,0.8,1.8,7.1,17.9,0.217303822937626,0.217303822937626
5,"N22",169,0.01,10,0,5.8,6.4,6,6,0.8,1.3,10.6,14.2,0.0485175202156334,0.0485175202156334
5,"N23",183,0.02,10,0,5.1,5.7,4,4,0.8,0.8,8.3,8.9,0.0103270223752151,0.0103270223752151
5,"N24",191,0.01,10,0,9.9,11.6,4,6,0.8,1.8,13.1,22.4,0.101417666303162,0.101417666303162
5,"N26",206,0.01,10,0,4,4,7,7,0.8,0.9,9.6,10.3,0.0104166666666667,0.0104166666666667
5,"N30",245,0.02,10,0,2.5,2.7,5,6,0.8,1.6,6.5,12.3,0.127472527472527,0.127472527472527
5,"N31",253,0.01,10,0,2.3,2.7,6,7,0.8,1,7.1,9.7,0.0523138832997988,0.0523138832997988
3,"I1",260,0.01,40,30,7.9,12,6,12,0.9,3.2,13.3,50.4,0.398496240601504,0.398496240601504
3,"I1",263,0.02,40,30,1.8,4.4,7,15,0.9,2.8,8.1,46.4,0.675485008818342,0.675485008818342
3,"I10",306,0.05,45,35,1.2,1.7,8,8,0.9,0.6,8.4,6.5,-0.032312925170068,0
3,"I11",311,0.05,45,35,3.5,4.1,10,10,0.9,1.4,12.5,18.1,0.064,0.064
3,"I11",311,0.06,45,35,3.8,5.2,8,8,0.9,2.5,11,25.2,0.184415584415584,0.184415584415584
4,"I12",312,0.03,25,15,4.7,16.2,6,13,0.9,6.6,10.1,102,1.2998585572843,1.2998585572843
3,"I12",312,0.03,30,20,4.7,16.5,8,11,0.9,5.1,11.9,72.6,0.728691476590636,0.728691476590636
3,"I2",267,0.04,30,20,5,11.1,6,9,0.9,3.5,10.4,42.6,0.442307692307692,0.442307692307692
4,"I3",270,0.01,45,35,3.7,3.7,4,7,0.9,0.8,7.3,9.3,0.0391389432485323,0.0391389432485323
4,"I4",274,0.05,20,10,1.7,2.1,6,8,0.9,1.9,7.1,17.3,0.20523138832998,0.20523138832998
3,"I4",274,0.04,30,20,2.2,5.2,7,12,0.9,3.4,8.5,46,0.630252100840336,0.630252100840336
3,"I4",275,0.04,30,20,5.5,13.8,12,18,0.9,3.3,16.3,73.2,0.498685363716039,0.498685363716039
3,"I4",277,0.05,45,35,1.3,1.7,7,6,0.9,2.7,7.6,17.9,0.193609022556391,0.193609022556391
4,"I4",278,0.01,45,35,3.1,1.4,4,0,0.9,0,6.7,1.4,-0.113006396588486,0
3,"I5",279,0.03,30,20,4.1,6.1,8,11,0.9,2.5,11.3,33.6,0.281921618204804,0.281921618204804
3,"I5",280,0.05,45,35,7.7,9.3,6,8,0.9,1.1,13.1,18.1,0.054525627044711,0.054525627044711
3,"I6",284,0.06,45,35,8.1,0,10,0,0.9,0,17.1,0,-0.142857142857143,0
4,"I6",284,0.02,45,35,3,0,2,0,0.9,0,4.8,0,-0.142857142857143,0
4,"I6",288,0.05,20,10,0.9,1,5,6,0.9,2.5,5.4,16,0.28042328042328,0.28042328042328
4,"I9",298,0.06,20,10,3.3,18,8,9,0.9,3.2,10.5,46.8,0.493877551020408,0.493877551020408
4,"I9",298,0.01,45,35,3.2,0,7,1,0.9,0,9.5,0,-0.142857142857143,0
3,"N10",65,0.05,45,35,1.3,1.7,8,12,0.9,2.7,8.5,34.1,0.430252100840336,0.430252100840336
3,"N12",81,0.03,30,20,3.4,12,8,12,0.9,3,10.6,48,0.504043126684636,0.504043126684636
3,"N18",148,0.05,45,35,3.3,3.7,8,10,0.9,0.4,10.5,7.7,-0.0380952380952381,0
3,"N18",148,0.06,45,35,2.8,0,1,0,0.9,0,3.7,0,-0.142857142857143,0
3,"N19",154,0.01,40,30,6.1,5.7,6,9,0.9,6.2,11.5,61.5,0.62111801242236,0.62111801242236
3,"N19",154,0.06,45,35,1.6,0,3,0,0.9,0,4.3,0,-0.142857142857143,0
4,"N20",159,0.06,20,10,2.3,6.2,10,14,0.9,4.7,11.3,72,0.767383059418458,0.767383059418458
4,"N22",168,0.05,20,10,3.2,6.4,8,12,0.9,2.5,10.4,36.4,0.357142857142857,0.357142857142857
3,"N23",183,0.05,45,35,2.3,0,6,0,0.9,0,7.7,0,-0.142857142857143,0
3,"N24",192,0.04,30,20,4.2,14.7,8,12,0.9,2.6,11.4,45.9,0.432330827067669,0.432330827067669
4,"N24",193,0.05,20,10,5.1,9.1,5,5,0.9,2.3,9.6,20.6,0.163690476190476,0.163690476190476
4,"N27",212,0.05,20,10,5.6,11.2,8,10,0.9,3.8,12.8,49.2,0.40625,0.40625
3,"N29",235,0.06,45,35,2.4,0,4,0,0.9,0,6,0,-0.142857142857143,0
3,"N30",247,0.01,40,30,1.8,3.2,7,10,0.9,2.5,8.1,28.2,0.354497354497355,0.354497354497355
3,"N30",247,0.02,40,30,2.1,3,6,11,0.9,3.4,7.5,40.4,0.626666666666667,0.626666666666667
3,"N30",247,0.05,45,35,1.3,1.7,6,6,0.9,0.9,6.7,7.1,0.00852878464818764,0.00852878464818764
3,"N31",251,0.02,40,30,3.9,4.2,8,12,0.9,4.1,11.1,53.4,0.544401544401544,0.544401544401544
4,"N31",252,0.01,45,35,1.8,2.4,3,6,0.9,1.3,4.5,10.2,0.180952380952381,0.180952380952381
4,"N32",258,0.01,45,35,0.5,0.7,3,5,0.9,1.5,3.2,8.2,0.223214285714286,0.223214285714286
3,"N32",259,0.03,30,20,3.2,6.7,10,18,0.9,4.2,12.2,82.3,0.820843091334895,0.820843091334895
3,"N32",259,0.05,45,35,1.5,2.2,8,8,0.9,1.3,8.7,12.6,0.0640394088669951,0.0640394088669951
4,"N32",259,0.02,45,35,0.9,0.7,4,3,0.9,1.2,4.5,4.3,-0.00634920634920636,0
5,"I11",311,0.01,10,0,3.5,4.1,7,9,0.9,0.9,9.8,12.2,0.0349854227405248,0.0349854227405248
5,"I11",308,0.02,10,0,4.7,5.1,8,8,0.9,1.6,11.9,17.9,0.0720288115246098,0.0720288115246098
5,"I11",311,0.02,10,0,3.4,4.1,7,7,0.9,1.7,9.7,16,0.0927835051546392,0.0927835051546392
5,"I12",314,0.01,10,0,5.5,6.8,7,10,0.9,1.3,11.8,19.8,0.0968523002421307,0.0968523002421307
5,"I4",278,0.02,10,0,3.4,3.7,6,8,0.9,0.9,8.8,10.9,0.0340909090909091,0.0340909090909091
5,"I5",279,0.02,10,0,3.1,3.2,4,4,0.9,1.2,6.7,8,0.0277185501066098,0.0277185501066098
5,"I6",284,0.01,10,0,5.3,6.6,7,10,0.9,0.9,11.6,15.6,0.0492610837438424,0.0492610837438424
5,"I6",288,0.02,10,0,1.7,2.2,6,6,0.9,1.2,7.1,9.4,0.0462776659959758,0.0462776659959758
5,"N19",153,0.01,10,0,7.2,7.8,8,8,0.9,1.1,14.4,16.6,0.0218253968253968,0.0218253968253968
5,"N24",193,0.02,10,0,3.3,3.6,3,6,0.9,1.6,6,13.2,0.171428571428571,0.171428571428571
5,"N32",258,0.02,10,0,1.3,1.8,7,7,0.9,2.8,7.6,21.4,0.259398496240602,0.259398496240602
3,"I1",264,0.05,45,35,4.5,0,15,0,1,0,19.5,0,-0.142857142857143,0
3,"I10",305,0.05,45,35,0.3,4.4,5,7,1,1.4,5.3,14.2,0.23989218328841,0.23989218328841
3,"I11",308,0.05,45,35,5.5,0,7,0,1,0,12.5,0,-0.142857142857143,0
4,"I11",308,0.02,45,35,4.7,5.6,8,7,1,1.8,12.7,18.2,0.061867266591676,0.061867266591676
4,"I11",309,0.04,25,15,5.7,13.4,11,15,1,8.5,16.7,140.9,1.06244653550043,1.06244653550043
3,"I12",312,0.06,45,35,6.8,0,10,0,1,0,16.8,0,-0.142857142857143,0
4,"I2",266,0.05,20,10,10.9,16.1,6,10,1,3.3,16.9,49.1,0.272189349112426,0.272189349112426
3,"I3",269,0.02,40,30,2.7,5.5,8,12,1,5.9,10.7,76.3,0.875834445927904,0.875834445927904
4,"I3",270,0.03,25,15,2.2,5.6,6,11,1,4.2,8.2,51.8,0.759581881533101,0.759581881533101
4,"I4",278,0.05,20,10,2.2,5.2,6,14,1,4.2,8.2,64,0.97212543554007,0.97212543554007
4,"I4",278,0.03,25,15,2.8,10.7,10,18,1,2.3,12.8,52.1,0.438616071428571,0.438616071428571
4,"I6",284,0.05,20,10,6.2,13.7,6,14,1,3.3,12.2,59.9,0.558548009367681,0.558548009367681
3,"I6",284,0.02,40,30,5.8,10.1,8,15,1,2.7,13.8,50.6,0.380952380952381,0.380952380952381
3,"I6",288,0.04,30,20,2,5.1,6,11,1,4.8,8,57.9,0.891071428571429,0.891071428571429
3,"I8",295,0.06,45,35,3.2,0,6,0,1,0,9.2,0,-0.142857142857143,0
4,"N19",153,0.04,25,15,1.3,4.5,2,7,1,2.6,3.3,22.7,0.83982683982684,0.83982683982684
3,"N22",169,0.05,45,35,2.2,0,6,0,1,0,8.2,0,-0.142857142857143,0
3,"N27",221,0.01,40,30,2.8,9.5,7,15,1,4.5,9.8,77,0.979591836734694,0.979591836734694
4,"N29",235,0.05,20,10,3.7,5.5,4,10,1,2.4,7.7,29.5,0.404452690166976,0.404452690166976
4,"N30",249,0.04,25,15,1.1,2.1,6,10,1,6.2,7.1,64.1,1.14688128772636,1.14688128772636
3,"N31",253,0.03,30,20,3.5,8.3,5,5,1,5.5,8.5,35.8,0.458823529411765,0.458823529411765
3,"N32",256,0.03,30,20,3.1,7.7,8,12,1,3.7,11.1,52.1,0.527670527670528,0.527670527670528
3,"N8",36,0.04,30,20,6.4,14,13,15,1,4,19.4,74,0.402061855670103,0.402061855670103
4,"N9",52,0.01,45,35,3.7,5.6,7,8,1,1.7,10.7,19.2,0.113484646194927,0.113484646194927
4,"N9",54,0.04,25,15,5.6,16.1,6,10,1,3.9,11.6,55.1,0.535714285714286,0.535714285714286
5,"I10",302,0.02,10,0,3.3,4.2,8,8,1,1,11.3,12.2,0.011378002528445,0.011378002528445
5,"I12",314,0.02,10,0,4.8,6.6,8,8,1,2.2,12.8,24.2,0.127232142857143,0.127232142857143
5,"I3",270,0.01,10,0,3.5,4.1,4,6,1,1.5,7.5,13.1,0.106666666666667,0.106666666666667
5,"I4",274,0.02,10,0,0.8,1.2,4,7,1,1,4.8,8.2,0.101190476190476,0.101190476190476
5,"I7",292,0.02,10,0,7.1,7.3,5,5,1,1.5,12.1,14.8,0.0318772136953955,0.0318772136953955
5,"I8",294,0.01,10,0,5.3,5.3,7,8,1,2.1,12.3,22.1,0.113821138211382,0.113821138211382
5,"I9",298,0.02,10,0,2.1,2.8,4,8,1,1,6.1,10.8,0.110070257611241,0.110070257611241
5,"N12",84,0.01,10,0,3.7,5.5,7,9,1,1.7,10.7,20.8,0.134846461949266,0.134846461949266
5,"N21",164,0.02,10,0,6.2,7.7,8,8,1,1.4,14.2,18.9,0.0472837022132797,0.0472837022132797
5,"N31",251,0.02,10,0,2.8,3.3,6,7,1,2.3,8.8,19.4,0.172077922077922,0.172077922077922
4,"I10",302,0.03,25,15,3.6,11.6,8,12,1.1,2.7,12.4,44,0.364055299539171,0.364055299539171
3,"I10",302,0.03,30,20,3.7,10.2,6,14,1.1,3.3,10.3,56.4,0.639389736477115,0.639389736477115
4,"I10",305,0.04,25,15,6.1,9.6,5,14,1.1,3.6,11.6,60,0.596059113300493,0.596059113300493
4,"I12",312,0.02,45,35,4.2,0,4,1,1.1,0.5,8.6,0.5,-0.134551495016611,0
4,"I2",266,0.01,45,35,8.1,7.5,3,3,1.1,1.7,11.4,12.6,0.0150375939849624,0.0150375939849624
3,"I3",270,0.06,45,35,2.5,2.8,6,7,1.1,0.8,9.1,8.4,-0.010989010989011,0
4,"I3",271,0.05,20,10,3.2,3.3,8,12,1.1,1.7,12,23.7,0.139285714285714,0.139285714285714
3,"I3",271,0.06,45,35,6.2,5.5,9,9,1.1,1.3,16.1,17.2,0.00976042590949424,0.00976042590949424
4,"I3",273,0.05,20,10,1.9,1.6,6,8,1.1,2.1,8.5,18.4,0.166386554621849,0.166386554621849
3,"I6",285,0.05,45,35,4.1,4.7,6,6,1.1,1.7,10.7,14.9,0.0560747663551402,0.0560747663551402
4,"I6",285,0.01,45,35,3.1,4.6,4,6,1.1,1.3,7.5,12.4,0.0933333333333333,0.0933333333333333
4,"I7",291,0.06,20,10,3.2,5.5,5,10,1.1,7.5,8.7,80.5,1.17898193760263,1.17898193760263
4,"I7",292,0.04,25,15,4.6,12.8,6,8,1.1,4.7,11.2,50.4,0.5,0.5
4,"I9",300,0.05,20,10,1.1,2.1,6,7,1.1,2.5,7.7,19.6,0.220779220779221,0.220779220779221
3,"I9",301,0.03,30,20,2.3,7.4,7,12,1.1,4.2,10,57.8,0.682857142857143,0.682857142857143
3,"N10",66,0.05,45,35,1.2,2.6,7,10,1.1,1.2,8.9,14.6,0.0914927768860353,0.0914927768860353
4,"N10",67,0.05,20,10,3.3,5.7,8,17,1.1,3.5,12.1,65.2,0.626918536009445,0.626918536009445
3,"N10",67,0.06,45,35,2.2,3.3,12,14,1.1,1.3,15.4,21.5,0.0565862708719851,0.0565862708719851
3,"N12",84,0.03,30,20,3.7,6,8,12,1.1,1.1,12.5,19.2,0.0765714285714286,0.0765714285714286
3,"N16",140,0.03,30,20,2.2,5.5,5,7,1.1,3.3,7.7,28.6,0.387755102040816,0.387755102040816
3,"N18",147,0.05,45,35,1.5,1.8,8,7,1.1,1.4,10.3,11.6,0.0180305131761442,0.0180305131761442
4,"N19",154,0.06,20,10,3.8,7.2,5,8,1.1,2.9,9.3,30.4,0.324116743471582,0.324116743471582
3,"N20",156,0.05,45,35,4.6,5.2,8,8,1.1,1.3,13.4,15.6,0.023454157782516,0.023454157782516
3,"N20",158,0.03,30,20,3.2,8.7,10,16,1.1,3.7,14.2,67.9,0.540241448692153,0.540241448692153
4,"N20",159,0.02,45,35,1.8,1.7,5,9,1.1,0.7,7.3,8,0.0136986301369863,0.0136986301369863
3,"N21",161,0.06,45,35,4.7,0,4,0,1.1,0,9.1,0,-0.142857142857143,0
3,"N21",164,0.04,30,20,4.6,8.2,4,14,1.1,1.7,9,32,0.365079365079365,0.365079365079365
3,"N21",165,0.06,45,35,6.7,0,8,0,1.1,0,15.5,0,-0.142857142857143,0
3,"N23",182,0.03,30,20,3.1,15.8,6,10,1.1,3.3,9.7,48.8,0.575846833578792,0.575846833578792
